name,chinese_name,status_type,year_born,gender,native_city,native_province,bio,photo_link,photo_name,last_position_held,chinese_position,organization,chinese_organization,corruption_location,sentencing_status,investigated_date,investigated_link,investigated_ccdi,investigated_quote,expelled_date,expelled_link,expelled_ccdi,expelled_quote,sentenced_date,sentenced_link,sentenced_ccdi,sentence_details,sentenced_quote,total_yuan_corrupted,sector,sector_two,sector_three,family_connections,city_connections,province_connections,national_connections,other_connections,dead_date,dead_link,dead_details,which_tiger,previous_positions,naked_official
Shi Dongsheng,石东升,Fly,,Male,,,,,,Director,原局长,Leiyang City Tourism Administration,耒阳市旅游局,Hunan,Investigated,2/25/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,,,,,,,,,,,,,Adultery,,,,,,,,,,,,
Fan Xinjian,范昕建,Fly,1953,Male,Xuzhou,Jiangsu,,http://baike.baidu.com/view/689837.htm,Fan-Xinjian.jpg,Former President,原校长,Chengdu University of Traditional Chinese Medicine,成都中医药大学,Sichuan,Expelled,,,,,2/24/2014,http://www.globaltimes.cn/lazy-pack/anti-corruption/Cases%20(university%20officials).html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117374.html,,,,,,,,,Education,Medicine,,,,,,,,,,,
Zhao Anmin,赵安民,Fly,1955,Male,Xianghe,Hebei,,http://baike.baidu.com/link?url=4fhgnYiLp04ose_IdEzhwl0aeaWtMZaXLJjevdBtEEQmQbWOIWUvKP8srCogN83_DOly8BJv_-KRCvOcjSVYqO6Io1Ow0X3bMl8IM8j3D1O,,"Secretary of Party Committee, Chairman","局长, 党委副书记",Leiyang City Health Bureau,耒阳市卫生局,Hunan,Investigated,2/25/2014,http://www.chinadaily.com.cn/china/2014-02/26/content_17305106.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117376.html,,,,,,,,,,,,,,,,,,,,,,,,,
Chen Ruixi,陈瑞喜,Fly,,Male,,,,http://baike.baidu.com/view/5890505.htm,Chen-Ruixi.jpg,"Deputy Mayor, Secretary","副市长, 县委书记","Sanming, Sha Prefectural Committee","三明市, 沙县县委",Fujian,Investigated,1/27/2014,http://www.reuters.com/article/2014/01/27/us-china-corruption-idUSBREA0Q0ER20140127,http://www.ccdi.gov.cn/yaowen/201401/t20140127_130677.html,Received a disciplinary warning.,,,,,,,,,,,,,,,,,,,,,,,,
Lü Kaiming,吕凯明,Fly,1957,Male,Longkou,Shandong,,http://baike.baidu.com/view/10827161.htm,,Vice Chairman,副主席,Sanming City CPPCC,福建省三明市政协,Fujian,Expelled,,,,,1/22/2014,http://www.kalarm.com/7993.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117368.html,,,,,,,,,,,,,,,,,,,,,
Wu Senmin,吴森民,Fly,,Male,,,,http://baike.baidu.com/view/2105378.htm,,Standing Committee Member,常委,Yiwu City Government,义乌市委常委,Zhejiang,Sentenced,,,,,12/21/2013,http://district.ce.cn/newarea/sddy/201310/24/t20131024_1661817.shtml,,,7/14/2016,http://openlaw.cn/judgement/492c672cf7c24431902ce0e2414080b9?keyword=%E5%90%B4%E6%A3%AE%E6%B0%91+%E4%B9%89%E4%B9%8C%E5%B8%82%E5%A7%94%E5%B8%B8%E5%A7%94,,"8 years and 6 months imprisonment, 1,200,000 RMB fine",,"200,000",,,,,,,,Liu Weigao,,,,,,
Qu Feng,屈锋,Fly,,Male,,,,,,Director,原主任,Rural Area Energy Office,四川省农村能源办,Sichuan,Sentenced,,,,,,,,,11/12/2014,http://openlaw.cn/judgement/9b103311933a4d8cbc9a66aaedd05305?keyword=%E5%B1%88%E9%94%8B+%E5%9B%9B%E5%B7%9D%E7%9C%81%E5%86%9C%E6%9D%91%E8%83%BD%E6%BA%90%E5%8A%9E,,13 years imprisonment,,"6,995,000",,Energy,,,,,,,,,,,,
He Boqi,何伯奇,Fly,,Male,,,,,,"Chief of 7th Supervision Section, Senior Engineer","监督七科原科长, 高级工程师",Construction Quality and Safety Supervision Station,厦门市建设工程质量安全监督站,Fujian,Sentenced,,,,,,, ,,10/17/2013,http://openlaw.cn/judgement/88a9416e30554fc2b1291de0a60c3b71?keyword=%E4%BD%95%E4%BC%AF%E5%A5%87,,"9 years imprisonment, 200,000 RMB fine","Due to good conduct, sentence was reduced by 8 months.","2,107,600",,,,,,,,,,,,,,
Yang Fengmo,杨丰陌,Fly,1957,Male,,,,http://baike.baidu.com/view/5012726.htm,,Vice Chairman,副主任,Liaoning Ethnic Affairs Commission,辽宁省民委,Liaoning,Expelled,,,,,12/3/2013,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117358.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117358.html,,,,,,,,,,,,,,,,,,,,,
Xiang Dong,向东,Fly,1958,Male,Chengdu,Sichuan,,http://baike.baidu.com/subview/1184192/8662080.htm#viewPageContent,,Director,主任,Sichuan Provincial Procurement Center,四川省政府采购中心,Sichuan,Sentenced,,,,,12/1/2013,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117356.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117356.html,,12/24/2014,http://openlaw.cn/judgement/a47d03b601cf4ddaa0a66c1cdec12b74?keyword=%E5%90%91%E4%B8%9C+%E5%9B%9B%E5%B7%9D%E7%9C%81%E6%94%BF%E5%BA%9C%E9%87%87%E8%B4%AD%E4%B8%AD%E5%BF%83,,"Death sentence with 2-year reprieve, deprivation of political rights for life, all personal property confiscated",,,,,,,,,,,,,,,,
Zou Shiling,邹世凌,Fly,,Male,,,,,,Principal,校长,Sichuan Nursing Vocational College,四川护理职业学院,Sichuan,Expelled,,,,,12/1/2013,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117355.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117355.html,,,,,,,,,Education,,,,,,,,,,,,
Ye Qingchun,叶庆春,Fly,1963,Male,Ningshan,Shaanxi,,http://baike.baidu.com/view/8348810.htm,,Subprefect,副县长,Ningshan County,宁陕县人民政府,Shaanxi,Investigated,11/6/2013,http://www.ccdi.gov.cn/special/bgtzt/shanxi_bgt/201312/t20131227_15965.html,http://www.ccdi.gov.cn/special/bgtzt/shanxi_bgt/201312/t20131227_15965.html,Received a disciplinary warning.,,,,,,,,,,,,,,,,,,,,,,,,
Xie Yangdang,谢阳当,Fly,1965,Male,Changning,Hunan,,http://baike.baidu.com/view/4030176.htm,,Deputy Mayor,副市长,Changning City,常宁市人民政府,Hunan,Investigated,10/23/2013,http://en.people.cn/90785/8434176.html,,,,,,,,,,,,,,,,,,,,,,,,,,
Wang Rongze,王荣泽,Fly,1956,Male,Shenmu,Shaanxi,,http://baike.baidu.com/view/4330726.htm,,Chairman,董事长,Shaanxi Yulin Energy Group,陕西榆林能源集团有限公司,Shaanxi,Sentenced,,,,,10/21/2013,http://www.reuters.com/article/china-energy-corruption-idUSL3N0IB2JT20131021,,,9/20/2016,http://openlaw.cn/judgement/e8b26901e3b8443c982cdaed6dab4b1f?keyword=%E7%8E%8B%E8%8D%A3%E6%B3%BD,,"11 years imprisonment, 200,000 RMB fine",,"10,823,770",Mining,Coal,SOE,,,,,,,,,,,
Li Zhiming,李志民,Fly,1953,Male,Changyuan,Henan,,,,Standing Committee,委员,CPPCC 11th Henan Provincial Party Committee,中国人民政治协商会议第十一届河南省委员会,Henan,Expelled,,,,,10/12/2013,http://fanfu.people.com.cn/n/2013/1012/c64371-23174480.html,,,,,,,,,,,,,,,,,,,,,,
Hu Yucheng,胡玉成,Fly,1954,Male,Gushi,Henan,,http://baike.baidu.com/view/2388350.htm,Hu-Yucheng.jpg,Standing Committee,常务委员,CPPCC 11th Henan Provincial Party Committee,中国人民政治协商会议第十一届河南省委员会,Henan,Expelled,,,,,10/12/2013,http://fanfu.people.com.cn/n/2013/1012/c64371-23175540.html,,,,,,,,,,,,,,,,,,,,,,
Wang Gang,王刚,Fly,1960,Male,Xuzhou,Jiangsu,,,,"Secretary, Former Vice Chairman","书记, 区人大常委会原主任",Zaozhuang City Shizhong District Party Committee,枣庄市市中区委,Shandong,Expelled,,,,,9/27/2013, http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117347.html, http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117347.html,,,,,,,,,,,,,,,,,,,,,
Liang Wenyong,梁文勇,Fly,,Male,,,,,,Communist Party Secretary,"党委书记, 综治委主任",Gushanzi Town,河北省兴隆县孤山子镇,Hebei,Investigated,9/18/2013,http://politics.people.com.cn/n/2013/0920/c1001-22975038.html,,,,,,,,,,,,,,,,,,,,,,,,,,
Wang Jun(2),王军,Fly,1960,Male,Jiaxing,Zhejiang,,http://baike.baidu.com/subview/313534/9295940.htm,,Deputy District Head,副区长,Songjiang,上海市松江区,Shanghai,Sentenced,,,,,9/9/2013,http://www.nytimes.com/2011/07/05/world/asia/05china.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117344.html,,12/12/2014,http://society.people.com.cn/n/2014/1212/c136657-26198891.html,,"10 years imprisonment, deprivation of political rights for 3 years, 500,000 RMB fine, personal property confiscated, including a ‘Year of the Rabbit’ gold coin, a set of ‘Panda’ gold coins, and two ivory tusks",,"1,300,000",,,,,,,,,,,,,,
Wang Guojun,王国军,Fly,1972,Male,,,,,,Deputy Chief Judge,副庭长,Civil Five Court of Shanghai Higher People's Court ,上海市高院民五庭,Shanghai,Expelled,,,,"""on two years' probation""",8/8/2013,http://www.nytimes.com/2013/08/08/world/asia/chinese-judges-disciplined-for-cavorting-with-prostitutes.html?_r=0,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117342.html,,,,,,,,Law,Adultery,,,"Chen Xueming, Guo Xianghua, Zhao Minghua",,,,,,,,,
Guo Xianghua,郭祥华,Fly,,Male,,,,,,Vice President,副总经理,"Integrated Management Department of Shanghai Construction Engineering Group Co., Ltd.",上海建工四建集团有限公司综合管理部,Shanghai,Expelled,,,,,8/7/2013,http://usa.chinadaily.com.cn/china/2013-08/07/content_16875520.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117342.html,,,,,,,,,Adultery,SOE,,"Wang Guojun, Chen Xueming, Zhao Minghua",,,,,,,,,
Ni Zhengwen,倪政文,Fly,,Male,,,,http://baike.baidu.com/view/11825785.htm,,"Head of Discipline Inspection Group, Director of Supervising office","副组长, 监察室副主任",High People’s Court of Shanghai,上海高院纪检组,Shanghai,Expelled,,,,,8/7/2013,http://www.nytimes.com/2013/08/08/world/asia/chinese-judges-disciplined-for-cavorting-with-prostitutes.html,http://www.ccdi.gov.cn/special/jdbg3/sh_bgt/fjbxgdwt_jdbg3/201511/t20151125_68049.html,,,,,,,,Law,,,,,,,,,,,,,
Zhao Minghua,赵明华,Fly,,Male,Shangyu,Zhejiang,,http://baike.baidu.com/subview/1089160/11098603.htm,,Deputy Chief Judge,民一庭副庭长,Shanghai Higher People’s Court,上海市高级人民法院,Shanghai,Expelled,,,,,8/7/2013,http://www.nytimes.com/2013/08/08/world/asia/chinese-judges-disciplined-for-cavorting-with-prostitutes.html?mtrref=www.google.com,http://www.ccdi.gov.cn/special/jdbg3/sh_bgt/fjbxgdwt_jdbg3/201511/t20151125_68049.html,,,,,,,,Law,Adultery,,,Wang Guojun,,,,,,,,,
Wu Zhizhong,武志忠,Fly,1951,Male,,Inner Mongolia,,http://baike.baidu.com/subview/4710347/11084783.htm?noadapt=1,,"Deputy Secretary General, Director","副秘书长, 主任","Inner Mongolia Autonomous Region Government, Legislative Affairs Office","内蒙古自治区政府, 法制办主任",Inner Mongolia,Expelled,,,,,7/31/2013,http://www.telegraph.co.uk/news/worldnews/asia/china/10967718/Chinese-official-sacked-after-pornography-found-under-his-Buddha.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117341.html,,,,, , , ,,,,,,,,,,,,,,
Mexmut Memet / Maihemuti Maimaiti,买合木提·买买提,Fly,1964,Male,Koria,Xinjiang,,,,"Deputy Secretary, Chairman","党组副书记, 主任",Koria City Standing Committee,库尔勒市人大常委会,Xinjiang,Expelled,,,,,10/28/2013,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,,,,,,,,,,,,,,,,,,,,,
Eysa Musa / Aisha Musha,艾沙·木沙,Fly,,Male,,,,,,Member of Party Committee,"党组成员, 副局长",Road Transportation Bureau of Bazhou,巴州交通局,Xinjiang,Expelled,,,,,10/28/2013,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,,,,,,,,,Transportation,,,Qiao Jianping,,,,,,,,,
Qiao Jianping,乔建平,Fly,,Male,,,,,,Vice Chairman,副主任,Koria City Housing Expropriation & Compensation Administration Office,库尔勒市房屋拆迁征收与补偿管理办公室,Xinjiang,Expelled,,,,,10/28/2013,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,,,,,,,,,,,,Zhang Yujiang,,,,,,,,,
Zhang Yujiang,张玉江,Fly,1968,Male,Qixia,Shandong,,,,Member,委员,Koria City Standing Committee,库尔勒市市委常委,Xinjiang,Sentenced,,,,,10/28/2013,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117353.html,,4/13/2015,http://openlaw.cn/judgement/7b6e645d83d5414dae9b41cbb2fdeae9?keyword=%E5%BC%A0%E7%8E%89%E6%B1%9F,,14 years imprisonment,,"1,717,400",,,,,Maihemuti Memet,,,,,,,,,
Ma Lin,马林,Fly,1960,Male,Yinchuan,Ningxia,,,,Deputy Head,副局长,Ningxia Hui Autonomous Region Forestry Administration,宁夏回族自治区林业局,Ningxia,Expelled,,,,,7/8/2014,http://www.scmp.com/news/china/article/1106978/ningxia-hui-official-faces-corruption-inquiry,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117449.html,,,,,,,,,Energy,,,,,,,,,,,,
Yalqunjan Turdi / Yalikunjiang Tu'erdi,亚力坤江·吐尔地,Fly,,Male,,,,http://i8.qhimg.com/dr/270_500_/t01299fd9e3d1e3a7bd.jpg?size=275x321,Yalqunjan-Turdi.jpg,Mayor,"原副书记, 市长",Artux City Government,阿图什市委,Xinjiang,Expelled,,,,,1/15/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,,,,,,,,,,,,,,,,,,,,,
Enwer Turdi / Aniwa'er Tu'erdi,艾尼瓦尔·吐尔地,Fly,,Male,,,,http://gb.cri.cn/mmsource/images/2014/11/28/fe426ae62dd44f939d20291dbcd2a282.jpg,Aniwar-Tu-Erdi.jpg,"Former Deputy Inspector, Head of the Office of the Hajj","原副巡视员, 朝觐办原主任","Xinjiang Uyghur Autonomous Region Committee on Ethnic Groups, Religious Affairs Office",新疆维吾尔自治区民委（宗教局）,Xinjiang,Expelled,,,,,1/15/2015,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117542.html,,,,,,,,,,,,,,,,,,,,,
Xing Changfa,邢长发,Fly,,Male,,,,http://upload.sanqin.com/2014/0628/1403946521976.jpg,Xing-Changfa.jpg,Former Vice Inspector,原副巡视员,Xi’an Economic Development Zone,西安经开区管委会,Shaanxi,Sentenced,,,,,6/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117434.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117434.html,,4/29/2016,http://openlaw.cn/judgement/0b55ce7ef44746dda39ebaaf073acd7a?keyword=%E9%82%A2%E9%95%BF%E5%8F%91+%E5%89%AF%E5%B7%A1%E8%A7%86%E5%91%98,,"6 years and 7 months imprisonment, 1,000,000 RMB fine, and an Audi confiscated",,"1,564,047",,,,,,,,,,,,,,
Jia Jianmin,贾建民,Fly,,Male,,,,http://s13.sinaimg.cn/mw690/001GeDbRzy6IJu7Sb4o7c&690,Jia-Jianmin.jpg,Vice Chairman,副董事长,Provincial Road and Bridge Construction Group Co. executive,省路桥建设集团有限公司常务,Shanxi,Sentenced,,,,,4/29/2014,http://www.chinadaily.com.cn/china/2014-04/30/content_17475194.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,,6/14/2016,http://openlaw.cn/judgement/226ba1c16eb04fddaa7824542b1eae01?keyword=%E8%B4%BE%E5%BB%BA%E6%B0%91,,"22 years imprisonment, 35,171,991 RMB fine",,"67,410,000",,SOE,,,,,,,,,,,,
Wang Xiaolin,王晓林,Fly,,Male,,,,http://www.23yy.com/upload/2015/02/21/b86796a3-f12f-4c50-8010-dc66b98f9400.jpg,Wang-Xiaolin.jpg,Former Chairman,原主任,Provincial People's Congress Standing Committee of the city ring,省人大常委会城环委,Shanxi,Expelled,,,,,4/29/2014,"https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiV0tfU48LJAhXEPj4KHePHCkQQFggcMAA&url=http%3A%2F%2Fwww.chinadaily.com.cn%2Fchina%2F2015-03%2F25%2Fcontent_19901768.htm&usg=AFQjCNG2S7sOkwG19R9RzTtQK9hZqLed4w&sig2=yctO4Bj3YVE-UgXoW-A38A&bvm=bv.108538919,d.dmo",http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,,,,,,,,,Environment,,,,,,,,,,,,
Feng Jiangang,冯建刚,Fly,,Male,,,,http://mmbiz.qpic.cn/mmbiz/QUXBwsm8W9J8dDTzhchs9PAaib4pJ1GYBXQicjsMria2hh6HQ9XasZd0V9tpBkiaHiab1ND1KXf346jemyZniaoGvbSg/640?wxfrom=5&wx_lazy=1,Feng-Jiangang.jpg,Commissioner,处长,Ministry of Transportation highway construction management office Xinfu,省交通厅忻阜高速公路建设管理处,Shanxi,Sentenced,,,,,4/29/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,,,http://openlaw.cn/judgement/5342044db5ad4457a93db0c7ba223507?keyword=%E5%86%AF%E5%BB%BA%E5%88%9A,,5 years imprisonment,,"70,530",,Transportation,,,,,,,,,,,,
Sun Wuling,孙式灵,Fly,,Male,,,,http://news.xinhuanet.com/legal/2016-02/18/128730795_14557674237411n.gif,Sun-Wuling.jpg,"Deputy Party Secretary, President","党委副书记, 院长",Zaozhuang Technician College,枣庄技师学院,Shandong,Expelled,,,,,2/18/2016,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117730.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117730.html,,,,,,,,,Education,,,,,,,,,,,,
Li Yongming,李永明,Fly,1955,Male,,Guangdong,,,,Party Secretary,党委书记,Shenzhen Zhenye Group,深圳市振业(集团)股份有限公司,Guangdong,Expelled,,,,,9/22/2015,http://www.chinadaily.com.cn/english/doc/2004-05/13/content_330194.htm, http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117649.html,,2/16/2017,http://www.thepaper.cn/newsDetail_forward_1620458, ,"12 years imprisonment, 2,000,000 RMB fine, The Paper reports that this official is sentenced",,"12,916,400",,SOE,,,,,,,,,,,,
Li Jicheng,李继承,Fly,,Male,,,,,,Vice President ,原副院长,Hefei Normal University ,合肥师范学院,Anhui,Sentenced,,,,,6/5/2015,http://www.chinanews.com/gn/2015/06-05/7325676.shtml,,,12/19/2016,http://openlaw.cn/judgement/9ae89fb32f864c2e82fa978ecce791b0?keyword=%E6%9D%8E%E7%BB%A7%E6%89%BF,,"5 years imprisonment, 500,000 RMB fine",,"1,448,138",,Education,,,,,,,,,,,,
Niu Jinzhong,牛进忠,Fly,,Male,,,,,,Party Secretary,原党委书记,China Shenhua Energy Company,神华宁夏煤业集团安监局,Ningxia,Expelled,,,,,5/5/2015,http://usa.chinadaily.com.cn/epaper/2015-02/26/content_19660981.htm,http://www.ccdi.gov.cn/toutiao/201505/t20150505_124015.html,,,,,,,,Mining,SOE,,,,,,Zhang Wenjiang,,,,,,
Yang Hua,杨华,Fly,,Male,,,,,,President,主席,"Huaiyin District CPPCC, Jinan",槐荫区政协,Shandong,Sentenced,11/21/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117511.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117511.html,,11/21/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117511.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117511.html,,4/7/2017,http://openlaw.cn/judgement/89dfe4370ce94785819f601dbdcbf81d?keyword=%E6%9D%A8%E5%8D%8E+%E6%A7%90%E8%8D%AB%E5%8C%BA%E6%94%BF%E5%8D%8F,,"16 years imprisonment, 1,000,000 RMB fine",,"3,500,000",,,,,,,,,,,,,,
Yang Xiaocheng,杨晓成,Fly,,Male,,,,,,Former Vice Director,副主任,Beijing Party Disciplinary Committee Life Service Center,北京市纪委机关生活服务中心,Beijing,Sentenced,,,,,6/27/2014,http://europe.chinadaily.com.cn/china/2014-07/30/content_18216190.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117432.html,,6/28/2016,http://openlaw.cn/judgement/8d6c835580a549218a04bdbd4ab3dc65?keyword=%E6%9D%A8%E6%99%93%E6%88%90+%E5%89%AF%E4%B8%BB%E4%BB%BB,,"8 years and 6 month imprisonment, 500,000 RMB fine",,"16,822,000",,,,,,,,,,,,,,
Wang Zhimin,王志民,Fly,,Male,,,,,,Former Deputy Secretary General,原副秘书长,Provincial Government,省政府,Shanxi,Expelled,,,,,4/29/2014,http://www.chinadaily.com.cn/china/2014-04/30/content_17475194.htm,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117397.html,,,,,,,,,,,,,,,,,,,,,
Xing Zhigang,邢志刚,Fly,,Male,,,,,,Deputy Divison Head,副总队长,Supervision Division of Provincial Ocean and Fisheries Department,省海洋与渔业监察总队,Hainan,Sentenced,,,,,3/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,,5/7/2015,http://openlaw.cn/judgement/3c63b349b6154944b0299839efb0a9b0?keyword=%E9%82%A2%E5%BF%97%E5%88%9A,,7 years imprisonment,,"631,881",,Environment,,,,,,,,,,,,
Lin Gan,林干,Fly,,Male,,,,,,Director,处长,Hainan Provincial Department of Ocean and Fisheries,海南省海洋与渔业厅组织人事处,Hainan,Expelled,,,,,3/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,,,,,,,,,Environment,,,,,,,,,,,,
Lü Shiqiang,吕诗强,Fly,,Male,,,,,,Standing Committee Vice Chairman,常委副主任,Wenchang City Party Committee,文昌市人大常委会,Hainan,Expelled,,,,,3/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,,,,,,,,,,,,,,,,,,,,,
Kang Minli,康闽利,Fly,,Male,,,,,,Principal,校长,Hainan Higher Sports School,海南省高级体育运动技术学校,Hainan,Expelled,,,,,3/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117383.html,,,,,,,,,Sports,Education,,,,,,,,,,,
Chen Dongwu,陈冬武,Fly,,Male,,,,,,Principal Staff Member,原主任科员,Register of Fishing Vessel,海南省海洋与渔业监察总队渔业船舶检验处,Hainan,Sentenced,,,,,1/27/2014,http://en.sunningview.com/article/26416,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117370.html,,6/24/2015,http://openlaw.cn/judgement/08a7d68976774ff788e5cbcbdb330008?keyword=%E9%99%88%E5%86%AC%E6%AD%A6,,"15 years imprisonment, deprivation of political right for 4 years, and 400,000 RMB fine",,"3,915,000",,,,,,,,,,,,,,
Wang Wuxin,王务新,Fly,,Male,,,,,,"Principal Staff Member, Deputy Consultant",渔业船舶检验处原副处长,"Fishing division, Administrative examination and approval office, Ship inspection division of Hainan Provincial Oceanic and Fishery Department",海南省海洋与渔业监察总队,Hainan,Expelled,,,,,1/27/2014,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117370.html,http://www.ccdi.gov.cn/scdc/sggb/djcf/201607/t20160704_117370.html,,,,,,,,,Environment,,,,,,,,,,,,
